autor,calificacion,contenido,hotel,titulo
cassidy62,50,"We enjoyed four nights at the lodge and had such a great experience.Firstly the lodge itself. I would imagine all the lodges are fairly similar, except Tapir ,...",Tapir Lodge,Wow what an experience!
cassidy62,40,"The history of the hacienda is well documented so wont repeat, but as you drive up to the entrance you do have the feeling of it being somewhat special.If you,...",Hacienda La Ciénega,Beautiful period property
cassidy62,50,"We stayed here for the first two nights of our Ecuador trip and then for one night further on into our holiday.Our holiday did not get off to the best of star,...",Casa Joaquin Boutique Hotel,Lovely boutique hotel
cassidy62,50,"We made the big mistake of only allowing ourselves one night here. Due to a flight being delayed we didn't arrive until 10pm, having originally thought we would,...",Hacienda Zuleta,Quite spectacular - needed longer!
cassidy62,40,"Luna Runtun ( (now Volcan) was I think our favourite accommodation on our twelve day tour of Ecuador.The location is just spectacular overlooking Banos and su,...",Luna Volcan Adventure Spa,Fabulous location
cassidy62,,,,
cassidy62,50,"We came across Happy Gringo via Trip Advisor. Firstly their website was easy to use and therefore to decide what we wanted to do and see, both on mainland Ecua,...",Happy Gringo,Wonderful Ecuador and Galapagos holiday
cassidy62,50,"Stopped for a late lunch on a Tuesday in November. We were accompanying some visiting friends to Kourion and they wanted a traditional taverna style meal. I cal,...",Takis Taverna,Delicious home cooked meze in delightful traditional taverna.
cassidy62,40,"We stayed in a Jacuzzi beach villa for five nights (Starfish 6) on an all inclusive basis.We wanted a small resort, casual style and adults only, for pure rela,...",Komandoo Island Resort & Spa,Relaxing stay.
cassidy62,20,"Due to timings of our home flight we had to make an overnight stop in Male after leaving our Maldive island ( Komandoo).Despite contacting the hotel before we,...",Planktons Beach,One night was enough.
cassidy62,50,"Joined what was a rather large group on Saturday 9th March. The group had already been split into two before we left the meeting place at the clock tower.Our ,...",SANDEMANs NEW Europe - Tel Aviv,Great tour of Jaffa
cassidy62,50,"We spent two nights at Greenwoods, in a Deluxe room with garden view.We were made to feel most welcome upon our arrival and were shown around by the delightfu,...",Greenwoods Resort,Welcoming Greenwoods
Traveller449,50,"Had no idea what to expect on this visit. Guayaquil has many parks. Seminario is at the cathedersl, hence the name. The shock here are the Iguanas! They are eno,...",Parque Seminario,Dragons?
Traveller449,20,"Booked through hotwire. Cam up as a ""Boutique"" hotel. Well when I see boutique I have a certain expectation it was rated 4 star. First it is difficult to find. ,...",Casa García Hotel,Give it a miss.
Traveller449,30,"Had dinner there last night, this is a great lcoation and has terrific ambience. I have had lunch there a couple of times and was looking forward to some meat. ,...",Shula's Steak House,surprising
Traveller449,50,"We wrote a review of this property back in August, we tried for one night to see if we wanted to come back. We booked for Christmas and this is our last night b,...",Brasstown Valley Resort & Spa,It only got better
Traveller449,50,"We stopped on a way to somewhere else, my wife wanted to see the resort, I did not even get out of the car until she came out and suggested I look inside. One l,...",Brasstown Valley Resort & Spa,Such a delight to find this resort
Traveller449,50,"What a pleasant surprise when we entered this hotel, elegant all the way. But that is not the best part. We had been out to dinner and returned to the hotel aro,...",Marriott Jacksonville Downtown,What great service
Traveller449,30,"Hospitality great, but it stops there, food was average, portions average but  price high for what you get.",Wiley's Championship BBQ,Average food and portions
Traveller449,20,"If you like Pad Thai this is not the place, this dish along with Singapore noodles had zero flavor. Service good decor ok. Not worth the drive from downtown.",Green Papaya Thai Cuisine,All the hype?
SSA444,40,"The hotel is gorgeous, the staff helpful and kind, the entire hotel is 5 star all the way.  BUT a big problem: the WI FI was turned up way way way too  high. Im,...",Eb Hotel by Eurobuilding Quito,Wi fi too strong feels like I am in a  microwave
SSA444,20,"There is no competition in the area of Samboronaon  so this is why it is overpriced.  The staff is helpfull and friendly.  Hotel is older,  dated and a bit run ,...",Casa García Hotel,overpriced
SSA444,50,"every single item I have had in Mulla is off the charts delicious, Kashmiri Ravioli is like a trip on a flying carpet to the spaices of India. The spring rolls ,...",Mullu Cafe,an Oasis of Yum! (with Horribly uncomfortable rickety  stools and chairs)
SSA444,50,"I am a frequent visitor to this restaurant, and it gets better and better every week, the palate continues to be excited and delighted.  More new dishes, more n,...",United Falafel Organization UFO,Oasis of flavors
SSA444,30,"Other than the owners rude and warped sense of humor , the rest of the staff is charming and kind.  There are some very delicious dishes, great smoothies and ju,...",Madre Tierra Restaurant,"Some good,  some not so great points."
SSA444,50,"Imagine a fragrant ""melt in your mouth"" curry of pumpkin, Andean vegetables and delicate spices, a fresh apple raisen chutney, Quinoa salad, and fresh baked yuc,...",United Falafel Organization UFO,Exotic flavors in Vilca...what?  Really?
SSA444,30,"The suites are very well designed, nice clean, plenty of light, immaculate. Dennis at the front desk is a gem, he was helpful beyond the call of duty! Every b,...",Lugano Hotel,"Great Service and Cleanliness, difficult loud noise outside!"
SSA444,50,"We stayed in a suite, an end suite on 5th floor for 12 days, FABULOUS, quiet, gorgeous  rooms and bath and office.  We were there for a convention. The manager ,...","InterContinental Medellin, an IHG Hotel","Fabulous Location, Service, Suite, Views"
SSA444,40,"I give them 4 stars for service and efforts.   But beware that I had 2 huge problems. 1. The front desk check out was a nightmare, took them an hour to get me a,...",Porta Hotel Del Lago,4 stars for great service efforts
SSA444,10,"Owner's son threatened me with violence, screaming and swearing at me for questioning a $5 charge for a complimentary breakfast I ate at dinner time.   I had 4 ,...",San Ricardo Farm And Lodge,Warning Violent Risk
Hartmans,50,"Just keep it like it is... the ambiance is nice, good coffee - way better than Star... - don't change Sweet & Coffee into that!",Sweet & Coffee,Perfect like it is!
Hartmans,50,"A small drink at the riverbank, a walk true the mangrove with all his animals, some historical buildings and a small market.The perfect place to walk around a,...",Parque Historico Guayaquil,Great Sunday afternoon
Hartmans,40,"We stayed 5 night in this beautiful small boutique hotel. It's cozy, familiar and all staff very friendly. Maybe the breakfast can give some more variety, like ,...",Casa García Hotel,Muito Gracias
Hartmans,40,"All your looking for you can find here, from home supplies to clothes or even European food in the Supermarket. A creat playarea for the kids.",Tunjungan Plaza,Shop until you drop
Hartmans,40,"For almost 7 years we're staying several times a year in the Majapahit, our home in Surabaya! The surrounding and rooms are still impressive, and historic. We l,...",Majapahit Hotel,Our home in Surabaya
Hartmans,50,"All the drinks & meals we ordered where so tasty! The staff very friendly and the sarong nice warm! Who thinks of that on  Bali, but when it's windy... great lu,...",Genius Cafe,Mjammie!!!
Hartmans,50,"We are here staying now, the rooms are big, but still cozy. The staff is friendly. And even while your staying in the centre, it's still nice and quiet with a b,...","Sudamala Resort, Sanur",Great!
Hartmans,50,"Wow, really nice burgers! Two frozen margaritas, because it was happy hour ;) Really good, also order the french fries! We really had a nice diner, even our kid,...",KRNK Restaurant & Bar,Mjammie!!!
Hartmans,30,"We had a very pleasant stay at the Novotel, already our third time. The location at the beach is so nice for the kids. This time we had a private pool villa, ve,...",Novotel Lombok Resort & Villas,Great beach location!
Cosmopolitan682410,50,"A first class hotel with helpful staff excellent surroundings with abundant wildlife and excellent cuisine. As far as staff were concerned Oscar stood out as so,...",Villa Laguna,Superb views from the balcony rooms
Cosmopolitan682410,40,"Very flexible to customer requirements- looked after our main luggage at no extra charge wile we visited the Galapagos Islands.The young ladies at front of hou,...",Casa García Hotel,A very attractive hotel with easy access to nearby restaurants.
Juan Carlos,50,"I stayed in this hotel upon my arrival to Peru and couldnt have been better choice. The hotel is very well located in Miraflores with nice restaurantes nearby a,...",Antigua Miraflores Hotel,Cooziest place in Miraflores Lima
Juan Carlos,50,"This hotel is a beautiful house in the heart of Samborondon. It is located in a residential area that has controls at the entries, so there is nothing to worry ,...",Casa García Hotel,Super charming hotel and amazing staff
Erika S,50,"Parque Histórico was a great place to visit, beautiful combination of history and nature, the staff and food was wonderful, weekends provide shows and demonstra,...",Parque Historico Guayaquil,"It is a secret place  ""THE JEWEL"" of Guayaquil"
Erika S,50,"Amazing holiday vacations with family , we had a great time , rooms clean and staff very friendly, we will definite come back again.Thank you so much !!   from,...",Casa García Hotel,Amazing Holiday Vacations time with family
Marla,50,"Four of us stayed at this charming hotel in the old section of Quito. The location is great the breakfasts they include are delicious. Sonia, the owner is AMAZI,...",Hotel Boutique Portal de Cantuna,Hotel Boutique Portal de Cantuna
Marla,50,"Four of us stayed at this lovely quaint hotel near the Guayaquil airport. It's near the park and in a quiet part of the city.The staff was so helpful. They stor,...",Casa García Hotel,Boutique Hotel Orilla del Rio
Marla,50,"A beautiful guiet spot a short walk from town. Maria is a wonderful, helpful host. Her gardens are lush, lovely and attract birds. The rooms are comfortable and,...",Mindo Coffee Lodge Spa,Mindo Coffee Lodge and Spa
Marla,,,Mindo Bird Guide,
Marla,50,"Julia is knowledgeable, enthusiastic,  knows every bird and where to find them. We made plans with her via email prior to our arrival. She picked us on time at ,...",Mindo Bird Guide,Julia Patiño Bird Guide Mindo Ecuador
HMChristiansen,50,"Tusinde tak til Annamaria og de andre på hotellet. Det var en fornøjelse at bo på Donna Domenica Suites - bedste beliggenhed midt på Via Roma, den dejligste lil,...",Donna Domenica Boutique Suites,Det skønneste lille hotel med den bedste service og beliggenhed
HMChristiansen,50,"My son and I stayed at the hotel for 2 nights. Our travel agent asked us, prior to our booking, if we wanted an international hotel - or a small local hotel. Lu,...",Casa García Hotel,"Cozy, safe and amazing people"
HMChristiansen,50,"Matt - our tour guide was very dedicated - he loved his job and took time to tell us about the city and a bit about the history of the region - while navigating,...",Montserrat Small Group or Private Tour Hotel pick-up,Go there - enjoy the view and the historical area
HMChristiansen,40,"Fin beliggenhed - 10 min i gåafstand fra Ramblaen. Mangler lige rengøring helt ud i hjørnerne, stramning af løse dørhåndtag og en mere praktisk indretning af væ,...",Barceló Raval,Ikonisk bygning og indretning
HMChristiansen,50,"Er du til gode bøffer og ditto vine, så besøg Restaurant Patagonia. Vi kommer igen, næste gang turen går til Barcelona",Patagonia Beef & Wine,Møre bøffer - perfekt vin
HMChristiansen,50,"Aina og hendes søster er fantastiske. Aina er meget opmærksom, i smittende godt humør og var med til at øge den gode oplevelse. Restaurant El Monde er centralt ,...",Teleferic,God burger - cocktails og dygtige tjenere
HMChristiansen,50,"Mad, betjening og omgivelserne er perfekte til en hyggelig middag med gode vine. Vi kommer en anden god gang, absolut et genbesøg værd!",Basso København,Lækkert...
Talia E,50,"My husband and I needed a hotel room for 1 night, as part of our travel through Ecuador included a late night arrival into the Guayaquil airport. The staff was ,...",Casa García Hotel,Perfect Stay
Jessenia Hatti N,50,"This place is really beautiful and peaceful, it is located in a very good and safe area and you get to know the best of Guayaquil. The staff was really nice and,...",Casa García Hotel,Safe and beautiful place!
Christopher P,50,"Quaint, eclectic, stylish. Friendly staff.  Excellent atmosphere.  Out of the way place with a nice vibe. Close to stores, malls, attractions, food.  Cute bar. ,...",Casa García Hotel,Well worth it.
Lili,10,"Unfortunately, we didn't have luck with weather, it was raining heavily all day! Most of attractions were out of service, which is RIDICIULES TO SELL TICKET.A,...",Mirabilandia,When A SERVICE STAFF THINKS THAT THEY ARE SOMETHING MORE.... Than a SERVICE staff.
Lili,,,"Margaret River Food, Wine & Sightseeing Tour from Perth",
Lili,50,"A tour around Western Australia with exploretoursperth was like the best time ever!All the views from the bus while drive to Margaret River region were so memo,...","Margaret River Food, Wine & Sightseeing Tour from Perth",The best time ever!
Lili,50,"Between palm trees, lotus trees and all the jungle is located resort, luxurious villas, spa, restaurant and much much more!Very individual service of owner ma,...",Shiva Samui,"If you are still looking for a place, stop because you just found it! :)"
Lili,50,"It's just our favorite style of furnitures and indoor decorations, where we got inspired for our future house..With those Christmas accents.. 😊Do you see the,...",Casa García Hotel,Like at home and with class!
Lili,50,"We believe that there is no beautiful enough words in entire planet, to describe how stunning, amazing, magic and peaceful is this place. Owners- Tania and Edd,...",Samai Lodge,It's MUST SEE place!
Sarah C,50,"The Deli @ the Hotel Oro Verde is a favorite coffee or lunch spot. The executive breakfast for 6.95 is enough food for 2 - eggs, sausage, coffee, 3 small buns, ,...",Oro Verde Cuenca,Best chocolate croissants in Cuenca!
Sarah C,50,"This fairly new restaurant is a gem. Loved the bison burgers & the french fries are just right, crispy on the outside & smooth inside. The chef owner is really ,...",Calvo & Co.,great burgers & sandwiches
Sarah C,20,"This is a pricey restaurant to visit in this city and we felt the dishes were just not worth it. Service was so so; some dishes were bland, steak was not very t,...",Altitud 2.560,Not worth the $$
Sarah C,50,"Adter avoiding Joe's for a couple of years due to food inconsistencies, we have been back now twice in 2 weeks and can honestly say the dishes have really impro,...",Joes' Secret Garden,Steak night
Sarah C,50,"Consistently good and filling chinese food. I had the noodles with vegetables & chicken. Lots of chicken & vegetables, including Bok Choy cabbage was delicious.,...",Restaurante LAN,great chinese food
Sarah C,50,"This little gem of a restaurant, only open on weekends, is by far one of the best in Cuenca. European style dishes set in a private home in a lovely garden. Sou,...",Le Petit Jardin,"Fabulous place, service & food"
Sarah C,50,"Sunrise is the best place for an early or late breakfast, a burger or fish n chips. Frank & Orlando will treat you like a member of the family- Frank will remem,...",Sunrise Cafe,Best breakfast & fish n chips in Cuenca
Sarah C,50,"Gated neighborhood, near excellent shopping & restaurants. Close to airport but no shuttle. Wonderful staff, clean, recently remodeled bathrooms. Great breakfas,...",Casa García Hotel,Boutique hotel. Lovely place.
Sarah C,50,"Loved visiting this hat museum and store, with many sizes and styles of woven Panama Hats. Located right on Calle Larga,  in the central part of Old Town (El Ce,...",Homero Ortega,fascinating Panama Hat Museum and store
Sarah C,30,"Not my favorite place in Cuenca. Overpriced and average food. Service was ok, but I won't return. Parking is difficult too.",Tiesto's,Mediocre
Sarah C,30,"Food & drinks are always good here but this time we went, with a reservation, was uninspiring. Our friends go often & always reserve their favorite table. Not o,...",El Mercado,Bad service
Sarah C,50,"We always stay at the Sonesta when in Guayaquil and they never disappoint. Clean, consistent, comfortable. Close to the airport, attached to a mall, and with a ,...",TRYP by Wyndham Guayaquil,Love this hotel
Sarah C,50,"Cuenca has lots of coffee & pastry shops but San Isidro  Bakery & Coffee (with 3 locations) delivers the best!  On El Centro they share space with Lola restaura,...",San Isidro Bakery & Coffee,Best coffee & pastries in El Centro!
Sarah C,50,"Be sure to take the tour on the boat with Sexy Allen & his crew, they were the best! Great entertainment, drinks, food and swimming & snorkeling. Loved it!",Puerto Vallarta Tours,Beach tour with waterfall climb
Sarah C,50,"Sexy Alan & his crew are the best! Drinks, beer, lunch, & great entertainment was a fabulous boat ride. Snorkeling, swimming, and a hike to the waterfalls. We h,...",Vallarta Adventures,Boat tour with snorkeling 
Sarah C,50,"Great place to stay. Clean, roomy, great shower. Comfy bed. Shuttle to the airport, malls & shopping. They even use Paul Mitchell shampoos & conditioners, love ,...",Residence Inn Miami Airport West / Doral,Overnight stay
Sarah C,30,"OKAY but not great. we went for the location next to the mall, but reception and the beds were not as great as before. Three (3) couples, we booked direct with ,...",TRYP by Wyndham Guayaquil,Sonesta GYE
Laura F,50,"Accessible for outside walking tour during the shutdown. While the main museum is still closed (Sept 2020) you and your family can learn a lot from a stroll aro,...",Herbert Hoover National Historic Site,Worthwhile stop while crossing Iowa
Laura F,50,"If you get take out from Gilda's, everything is delicious, and you can take it across the street to the park next to Skaneateles Lake where there are benches an,...",Gilda's,Convenient for eating outside in the park
Laura F,50,"This is an old fashioned motel designed so the rooms open directly to parking area. So you don't need to worry about shared spaces/risks of Covid19.  Very clean,...",Skaneateles Inn on 20,Super clean and great location.
Laura F,50,"Outstanding cuisine and knowledgeable maitre d'. Modern airy decor with large picture windows in a space that seems to float over the cliffs. Ideal for a specia,...",Restaurant David,Stunning sunset views of red rocks
Laura F,50,"Serene charming place to retreat to after hiking in the Luberon mountains or sightseeing in Provence. Small personal hotel in a park-like setting. Truly a gem. ,...",Hotel & Spa la Cle des Champs,Serene rooms with views across the hills
Laura F,50,"This six room B&B is on a quiet street in a gated community adjacent to the Parco Historico and just 15 minutes from Guayaquil airport. Simple and restful gem i,...",Casa García Hotel,Tranquil and immaculate B&B for restful stop en route to Galapagos
Laura F,50,"The Origin has just 10 cabins (20 guests) and an outstanding crew including two highly experienced naturalists. Very educational and enjoyable way to learn abou,...",Ecoventura - Galapagos,Galapagos week long cruise with naturalists in small ship
Laura F,50,"Lovingly restored 18th century home has four guest rooms and delicious healthy  breakfast served at communal table. Serene place without TVs or extra ""stuff.""  ,...",Canterbury Center Bed & Breakfast,"Serene place off the beaten track, but near all foliage, villages, hiking in White Mts, and Concord, NH"
Laura F,50,"Nearby is the village of Bampton where many of the exterior village scenes in Downton Abbey were filmed.If you enjoy small villages with honey colored Cotswold ,...",The Cottage at Brighthampton,Charm near Downton Abbey village
Laura F,50,"Why stay in an airport hotel when you can go 10 minutes away to Horley and breathe fresh air and walk in the gardens? Very comfortable rooms - no stress. Beauti,...",Langshott Manor,Enjoy Tudor manor and garden near Gatwick
Laura F,50,"Small, tranquil. You can view the professional photographs of Martin, the owner, on display throughout the guest house. Martin also gives photography lessons.Te,...",Art Gallery Guest House - Thandekayo,Restful oasis above Hout Bay
Laura F,50,"MC is very knowledgeable and insightful about Langa - both looking at what has changed and what still needs to improve in living conditions in the township, and,...",ProteamSA,Langa Township Tour - Personal and Eye Opening
Laura F,50,"This small gallery displays the ceramic creations of local success story Andile Dyalvane, who started life in a small village tending livestock and now has awar,...",Imiso,Unique local artist
Laura F,30,"Make sure you look out for Nobel Sq with statues of the four Nobel Peace Prize winners from South Africa. Otherwise this area is not an essential stop to connec,...",Victoria & Alfred Waterfront,Lively international tourist spot with views of bay and mountain
Laura F,40,"Strong conservation messages about importance of eco- diversity . The room with the jellyfish is ethereal. Yes the sharks and penguins command more attention bu,...",Two Oceans Aquarium,Educational and attractive displays
Laura F,40,Well managed. Beautifully presented. Very reasonable prices . Attractive setting with plenty of space between tables for a lunch or dinner meeeting,Cape Town Fish Market Bloubergstrand,Great fish restaurant spacious and attractive
Laura F,50,"This small hotel (15 rooms) is a gem. Located in the Gardens District on a square with two outdoor cafes. The neighborhood is safe and easily walkable to the Co,...",Ikhaya Lodge,Charming boutique hotel with views of Table Mountain
Laura F,50,"A good way to get to the top of Table Mountain. One of the stops on the Red Hop On Hop Off buses. Go early and best to choose a clear day. Shorter loop fine wit,...",Table Mountain Aerial Cableway,360 degree perspective
Laura F,50,"Learn about the complex story of Jewish population in  South Africa. Wide variety of photos, letters, artefacts, narratives, maps - interwoven with South Africa,...",South African Jewish Museum,Fascinating exhibits plus peaceful courtyard and cafe
Neil M,50,Julian and Davier were very nice and accommodating. I went on a solo hiking trip with them and I enjoyed every moment of it. No dull moments. Highly recommen!,Free Walking Tour Bells Waterfall,100% satisfied
Neil M,50,"The hotel is undoubtedly clean and beautiful. But what sets it apart from other hotels is the kind of staff it has. The real gem of Orilla del Rio is its staff.,...",Casa García Hotel,The quality of service in Orilla del Rio
mokemo,50,"We stayed 5 nights to explore Arches and Canyonlands.  This is a no frills hotel that does the basics very well.  They provide all you need for your kitchenette,...","My Place Hotel-Moab, UT",All the comforts of home
mokemo,50,"We hiked here as we visited the Hollywood sign. The view over LA is remarkable. The facility is well maintained and covid19 safe - vaccine cards and masks are r,...",Griffith Observatory,Remarkable view of the City
mokemo,50,"This is a hidden gem!  There is nothing fancy here, just excellent freshly made buns and mandoo. We tried the king buns,kimchee buns, and pan fried mandoo. All ,...",Myung In Dumplings,Delicious freshly made mandoo buns. Only for people who can appreciate Korean cuisine.
mokemo,50,"We stopped in during a rainstorm. We ended up staying an hour tasting and learning about coffee. Brian, the owner, led us through a flight of three varieties, c,...",Koana,We stopped in during a rainstorm.
mokemo,50,"Our large group was seated right away. The menu offered a wide selection from burgers and fries to fresh baked pizza to braised salmon. The fried polenta appeti,...",Rock Creek Corner,Great Gathering Place!
mokemo,50,"Situated a the top of a hill, Mary of the Apocalypse, overlooks Old town Quito. It’s worth the climb with stunning views along the path.  ",El Panecillo,It’s worth a thousand steps!
mokemo,50,Delicious authentic Ecuadorean dishes with friendly staff at good prices. What more can you ask for? ,Miskay Restaurant,Ecuadorean cuisine 
mokemo,40,"The hotel staff, especially the receptionists, are very helpful and professional. They helped us get taxis, arrange tours, and advised us on restaurants. Brea,...",Hotel Reina Isabel,Excellent hotel in Quito
mokemo,50,"I had never heard of O Guayasamin before. He was a world renowned artist and the exhibits at the Capilla is magnificent!  We usually opt out of tours in favor o,...",La Capilla Del Hombre,You must visit this museum and home!
mokemo,40,"The church is now run by a foundation so I understand the need to charge for admission. $5 per visitor is a bit steep. There is a lot of gold on the altar. We w,...",Fundación Iglesia de la Compañía,"Yes, it’s worth a visit. "
mokemo,50,"It’s kind of like a zoo, but not.  There are many animals in safe enclosures, no cages. On weekends local families visit this city park. Vendors sell trinkets a,...",Parque Historico Guayaquil,A beautiful park for locals and visitors
mokemo,50,"This is a beautifully restored hotel with history and full service staff. Jocelyn went out of her way to help make our stay fantastic!  Jonathon secured us seat,...",Hotel del Parque,Full service and beyond!
mokemo,40,"The location is ideal. This is a very safe neighborhood within walking distance of good restaurants, El Parque Historico, and a shopping mall.  Its a short ride,...",Casa García Hotel,"Lovely, family owned boutique hotel"
mokemo,50,"The atmosphere is comfortable and classy. It’s a clear destination for local gatherings. The staff is very friendly and helpful with the menu and our efforts to,...",Zeru,The food was so good we went twice!
mokemo,50,"The staff is friendly and the food was delicious. The coffee was excellent too!  We went two mornings in a row because the experience was hard to beat. We enjoy,...",Kawka,Excellent breakfast place
mokemo,50,"The big beef sandwich with peppers was hearty and flavorful.  The beef hotdog was the best I’ve had, ever. The chicken soup hit the spot. The fries were your ba,...",Portillo's Elmhurst,Delicious!
mokemo,50,"Friday’s are free!  The collection is very interesting. A little more detail on each piece would have been great.  The staff was friendly and helpful. We didn’t,...",Lizzadro Museum of Lapidary Art,Very interesting
mokemo,50,"Every dish was excellent- salads, fried calamari, bruschetta, penne pasta, fresh made gnocchi, and whitefish! No wonder all the tables were full.  The atmosph,...",Francesca's Amici,Best dinner in Elmhurst 
mokemo,50,I tried black sesame with red bean topped with crushed Oreo cookies. My taste buds were pleasantly surprised. ,Somi Somi,Delicious mix of interesting flavors
mokemo,50,"The long line is your first clue that the food is fantastic. Service is efficient and friendly. Our tacos were ready after a short wait. We tried several differ,...",The Taco Stand,Best Tacos in town!
gwks,10,"We show up early and no room was available for a six night stay. That is fine BUT ever time they said to come back the room was not ready. This happened multipl,...",Brooks Hotel,Terrible check in experience
gwks,50,"a very pleasant hotel in a suburban area close to the airport. the staff were very helpful but we had to use google translate to get by. they arranged for food ,...",Casa García Hotel,we survived an earthquake
gwks,50,"This hotel is in a great location in the old town. A short walk to the river where you can take an idyllic stroll. Close to the historic sites and town square. ,...",Hotel Santa Lucia,Well worth the visit
gwks,50,"Eight of us showed up unannounced for a late lunch. We were seated in the lower dining room with a great view of the river valley. Huber was our waiter. Very at,...",El Mercado,Best yet
gwks,50,"Quito is a bustling city with a crush of cars and people. You drive down a narrow road in a poor area crowded with stalls and markets. Eventually the chaos less,...",Zaysant Ecolodge,An oasis 
gwks,40,"Upstairs off a busy street full of hawkers and interesting folk. The restaurant looked out over the street and has an extensive menu including vegetarian select,...",Casa Los Geranios,A nice hideaway on LaRonda in Quito
gwks,50,"Ruth’s in Wailea has done a long overdue renovation. The lounge is bigger and the dining area has more intimate spaces. The service was attentive. Our waiter ha,...",Ruth's Chris Steak House,Holy renovation
gwks,50,"A very pleasant hike into the falls. About 45 minutes to the falls. Very beautiful falls. It was a further 30 minutes to where the two rivers joined to make the,...",Tenorio National Park,Rio Celeste River and waterfall
gwks,50,"We drove up to this place and noticed broken signage and parking on a residential street. Our only clue we were in the right spot was the Turismo buses parked i,...",Bijagua Ranas,Looks can be deceiving - be sure to check this out
gwks,50,"We traveled to the Chateau Whistler for our staff Christmas party. Driving up to the Chateau we were greeted by the sight of soaring lit Christmas trees and ent,...",Fairmont Chateau Whistler,A Winter Wonderland - A great place for a special occasion.
gwks,50,"Great atmosphere and an excellent meal. Their Steak Oscar had huge chunks of King Crab and as always the sides were delicious especially the potatoes au gratin.,...",STRIPSTEAK Las Vegas,"Scotch, Wine, Steak & Crab"
gwks,50,"We had reservations for 8 people. The restaurant was packed but when we asked to add two more it was not a problem. Chris Llanes the dining room manager stepped,...",Nick's Fishmarket Maui,What a great evening
gwks,50,"Beautiful location. Right next to Chambord Palace. Modern rooms in older building with very attentive service. The meal in the dining room was excellent. There ,...",Relais de Chambord,What a setting
gwks,10,"This place is like the Clint Eastwood movie The Good, the Bad and the Ugly without the ugly. Set in a beautiful location along the Loire River with rooms carved,...",Les Hautes Roches,Beauty and the Beast or the Good the Bad and ....
gwks,40,"Very pleasant location on the water next to an old mill. It was very busy and we had to wait for a table. The food was classic Normandy Crepes. Very good flavor,...",Le Moulin De La Galette,Crepes for dinner
gwks,50,"Wonderful find on the internet. Lovely combination of historic and modern. Beautiful Chateau with modern rooms. Great breakfast included. Lots of options hot an,...",Domaine de Bayeux,Domaine de Bayeux
gwks,50,"Having a great vacation at the Kea Lani. The rooms are very spacious and you can see whales from your lanai. The concierge has been very helpful booking restaur,...","Fairmont Kea Lani, Maui",Kea Lani 
gwks,50,"very friendly staff, especially in the bar. very good live music as well. the food in the grill room was top notch. the steaks were very tender and cooked to pe,...",Fairmont Chateau Whistler,fantastic meal in the Grill Room
gwks,50,"We were four couples on a cycling trip. We were not expecting much but were absolutely wowed by the over the top service. The restaurant was closed until 5 but ,...",Page Point Inn & Marina,An Unexpected Pleasure
